ID#,q0,q999,q1000,q1001,q1002,q1003,q1004,q1005,q10000,q701,q702,q703,q704,q705,q706,q706b_2,q706b_3,q7060,q707,q934,q708,q921,q922,q601,q903,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118a,q118b,q120,q121,q122,q123,q124a,q124b,q125a,q125b,q126,q127,q128,q129,q130,q131,q132,q133,wt,wt2,wt3
2005-2999,Egypt,1,,,,1,,,,38,1,1,1,2,2,,,,4,2,1,3,2,2.00,2.00,2,1,4,5,5,5,5,2,3,5,5,5,5,1,,,,,,2,,,,,,3,,,,,,8,,,,,,3,3,3,1,2,3,2,2,5,4,5,1,1,3,4,4,4,4,4,3,4,4,2,1,2,2,4,1,,3,5,2,2,1,4,5,9,12,4,2,2,1,3,2,4,0.47,2.49,1.16
2005-3000,Egypt,1,,,,1,,,,30,1,2,2,2,2,,,,6,2,2,5,1,2.00,2.00,1,1,4,5,5,5,5,1,1,5,5,4,4,8,,,,,,,,,,,,5,,,,,,4,,,,,,2,2,3,1,1,3,2,3,4,4,4,1,2,5,5,5,1,1,1,5,5,1,2,1,1,2,2,1,2,3,7,1,2,1,4,5,9,3,1,1,1,1,5,2,5,0.93,2.49,2.30
2005-3001,Egypt,1,,,,1,,,,45,1,2,2,2,2,,,,6,2,1,4,1,2.00,2.00,1,1,4,5,5,5,5,2,3,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,2,2,1,3,3,2,2,1,1,1,1,2,3,5,1,5,5,5,4,5,1,2,1,3,3,3,2,3,3,3,3,3,1,4,1,5,2,1,1,1,1,3,2,5,0.47,2.49,1.16
2005-3002,Egypt,1,,,,1,,,,39,1,1,2,1,2,,,,3,2,1,2,1,2.00,1.00,1,1,1,2,1,2,5,5,5,5,5,5,5,1,,,,,,2,,,,,,1,,,,,,5,,,,,,3,3,3,1,2,2,1,1,1,1,1,1,2,4,4,3,4,5,5,4,4,4,2,1,2,3,3,2,1,3,5,2,3,1,4,1,3,26,1,2,1,1,3,1,6,1.50,2.49,3.72
2005-3003,Egypt,1,,,,1,,,,18,1,1,1,2,2,,,,3,1,1,2,1,1.00,1.00,1,1,1,2,1,2,5,5,5,5,5,5,5,3,,,,,,6,,,,,,1,,,,,,6,,,,,,4,3,3,1,3,1,1,1,1,1,1,1,1,3,5,3,5,5,5,3,5,3,2,1,2,2,3,1,2,2,6,2,2,1,4,1,3,26,1,3,1,1,3,1,6,1.62,2.49,4.04
2005-3004,Egypt,1,,,,1,,,,53,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,2,2,,,,,,,,,,,,2,,,,,,4,,,,,,5,,,,,,6,,,,,,2,3,3,2,2,4,3,3,5,4,5,2,2,6,5,5,1,1,1,5,3,5,2,1,2,2,2,1,3,3,5,1,3,1,4,5,9,3,1,2,3,1,3,3,1,0.47,2.49,1.16
2005-3005,Egypt,1,,,,3,,,,20,1,1,2,2,2,,,,4,1,1,5,2,1.00,2.00,1,1,4,5,5,5,5,3,4,6,6,6,6,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,1,4,4,3,3,8,8,8,1,2,5,5,5,1,3,3,5,5,1,2,1,3,2,2,2,3,4,6,3,3,1,4,1,5,2,1,1,1,1,6,2,5,0.51,2.49,1.26
2005-3006,Egypt,1,,,,2,,,,35,1,1,2,2,2,,,,6,1,1,6,1,2.00,2.00,1,1,8,5,5,5,5,5,1,5,5,3,5,8,,,,,,,,,,,,5,,,,,,8,,,,,,3,1,1,1,3,3,2,2,1,4,5,1,2,4,5,1,5,5,5,4,5,4,3,1,3,3,3,2,4,1,3,2,2,6,1,1,5,2,1,1,1,1,3,3,,0.47,2.49,1.16
2005-3007,Egypt,1,,,,2,,,,38,1,2,2,2,2,,,,6,1,1,6,1,2.00,2.00,1,1,4,5,5,5,5,2,4,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,2,1,1,3,2,2,2,1,1,1,1,2,3,5,3,4,4,4,3,5,3,2,1,1,1,3,4,,1,3,2,2,6,1,1,5,101,4,1,1,1,2,3,,0.47,2.49,1.16
2005-3008,Egypt,1,,,,2,,,,46,1,1,2,2,1,,,1,6,2,1,3,1,2.00,2.00,1,1,4,5,5,5,5,3,4,5,5,5,5,8,,,,,,,,,,,,5,,,,,,8,,,,,,3,3,3,1,1,4,3,3,5,4,1,1,2,5,5,5,1,4,4,5,4,4,2,1,3,3,3,2,3,2,3,2,2,1,6,5,1,1,1,1,1,1,2,3,,0.47,2.49,1.16
2005-3009,Egypt,1,,,,1,,,,28,1,1,2,2,2,,,,4,2,2,2,1,1.00,2.00,2,1,4,1,1,4,4,1,1,1,5,5,5,1,,,,,,2,,,,,,1,,,,,,5,,,,,,2,3,3,1,1,2,2,2,4,2,4,1,1,5,5,5,3,4,4,5,5,5,2,1,2,2,2,2,4,2,3,3,3,1,6,1,5,3,1,1,1,1,4,2,6,1.00,2.49,2.50
2005-3010,Egypt,1,,,,1,,,,27,1,2,2,2,2,,,,2,2,1,2,1,1.00,1.00,2,1,4,5,5,5,5,2,3,5,5,5,5,1,,,,,,2,,,,,,1,,,,,,5,,,,,,3,3,3,1,2,3,2,2,4,4,4,1,2,3,4,4,3,3,4,4,4,5,2,1,2,2,2,1,2,2,3,2,2,1,6,5,9,3,1,2,1,1,3,2,3,1.62,2.49,4.04
2005-3011,Egypt,1,,,,1,,,,23,1,1,2,2,2,,,,4,1,2,3,1,1.00,2.00,1,1,1,5,1,5,5,5,2,5,5,5,5,1,,,,,,3,,,,,,4,,,,,,1,,,,,,3,2,1,1,3,1,1,1,1,1,1,2,2,4,3,3,3,5,5,5,5,1,1,1,1,2,3,2,3,3,6,2,2,6,1,1,9,26,1,2,4,4,5,1,6,1.00,2.49,2.50
2005-3012,Egypt,1,,,,1,,,,26,1,1,2,2,2,,,,4,2,2,2,2,1.00,2.00,2,2,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,5,,,,,,2,3,3,1,1,2,2,2,4,4,4,1,1,5,5,5,2,4,4,5,5,5,2,1,2,2,2,2,4,1,3,3,3,1,6,5,1,3,1,1,1,1,4,2,6,1.00,2.49,2.50
2005-3013,Egypt,1,,,,1,,,,20,1,2,2,2,2,,,,1,2,1,2,2,1.00,1.00,2,2,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,5,,,,,,3,3,3,1,2,3,2,2,5,5,5,1,2,3,4,4,3,3,4,4,4,5,2,1,2,2,2,1,2,2,3,2,2,1,6,5,9,12,1,2,1,1,3,2,3,1.62,2.49,4.04
2005-3014,Egypt,1,,,,2,,,,30,1,2,2,2,2,,,,6,1,1,3,1,2.00,2.00,1,1,4,5,5,5,5,4,4,5,5,5,5,8,,,,,,,,,,,,1,,,,,,7,,,,,,3,3,3,1,3,4,3,3,3,6,6,1,2,5,5,5,1,1,1,5,1,5,2,1,3,3,2,2,3,3,2,1,1,3,1,3,5,2,1,2,1,1,3,2,1,0.47,2.49,1.16
2005-3015,Egypt,1,,,,1,,,,45,1,1,2,2,2,,,,4,1,1,3,2,2.00,2.00,1,1,2,5,5,1,5,5,3,5,5,5,5,8,,,,,,,,,,,,6,,,,,,3,,,,,,2,2,2,4,3,4,3,2,7,5,4,2,2,5,5,5,1,1,1,4,2,5,3,1,2,2,2,3,4,3,5,3,3,1,3,9,1,12,2,1,1,1,3,3,1,0.47,2.49,1.16
2005-3016,Egypt,1,,,,1,,,,24,1,2,2,2,2,,,,1,2,1,3,2,1.00,1.00,1,1,1,5,2,5,5,5,3,5,5,5,5,8,,,,,,,,,,,,5,,,,,,8,,,,,,3,3,3,2,2,4,3,3,8,4,4,2,2,5,5,5,2,2,2,5,2,5,2,1,2,2,2,1,3,3,6,3,3,1,3,3,5,3,1,2,3,1,3,2,1,1.62,2.49,4.04
2005-3017,Egypt,1,,,,1,,,,36,1,2,2,2,2,,,,3,2,1,2,1,2.00,1.00,1,1,4,2,5,4,5,4,5,5,5,5,5,6,,,,,,3,,,,,,5,,,,,,6,,,,,,2,2,2,2,2,3,2,3,5,5,5,1,2,4,4,4,3,1,5,5,1,4,2,1,2,2,2,2,3,2,6,1,1,3,1,1,5,3,1,2,1,1,2,2,3,1.50,2.49,3.72
2005-3018,Egypt,1,,,,1,,,,19,1,1,1,2,2,,,,3,1,1,2,2,1.00,1.00,1,1,4,1,3,5,5,1,5,5,5,5,5,1,,,,,,2,,,,,,1,,,,,,6,,,,,,4,2,3,1,2,3,2,2,4,4,4,1,2,4,5,4,3,3,3,4,3,5,2,1,2,2,2,1,3,1,5,2,2,1,3,5,9,12,1,1,1,1,3,2,3,1.62,2.49,4.04
2005-3019,Egypt,1,,,,2,,,,26,1,2,2,2,2,,,,4,2,1,2,2,1.00,2.00,2,1,5,11,5,5,5,5,3,5,5,5,5,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,4,4,4,4,4,3,3,3,1,1,1,2,4,5,5,1,1,1,5,1,5,2,1,1,3,2,1,3,3,5,1,3,2,1,1,3,101,2,2,1,1,3,2,1,0.51,2.49,1.26
2005-3020,Egypt,1,,,,2,,,,26,1,2,2,2,2,,,,2,2,1,2,2,1.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,2,4,1,4,4,3,3,8,1,1,1,2,4,5,5,1,1,1,5,1,5,2,1,4,3,2,1,3,3,6,3,3,1,2,1,5,101,1,1,1,1,3,2,6,1.62,2.49,4.04
2005-3021,Egypt,1,,,,2,,,,36,1,2,2,2,2,,,,2,2,1,2,2,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,7,,,,,,4,2,4,1,4,4,3,3,8,8,1,1,2,4,5,5,1,1,1,5,1,5,2,1,4,3,2,1,3,3,2,3,3,1,2,5,1,101,1,2,1,1,3,2,6,1.50,2.49,3.72
2005-3022,Egypt,1,,,,2,,,,42,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,4,,,,,,4,2,4,4,3,4,3,3,8,8,1,1,2,4,5,5,4,4,4,5,1,5,2,1,4,3,2,1,3,3,6,3,3,2,1,1,5,101,1,2,1,1,3,4,1,1.50,2.49,3.72
2005-3023,Egypt,1,,,,2,,,,23,1,2,2,2,2,,,,6,2,1,2,2,1.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,2,4,4,3,4,3,3,8,1,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,2,1,3,1,2,1,5,101,1,2,1,1,3,2,6,0.51,2.49,1.26
2005-3024,Egypt,1,,,,2,,,,35,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,7,,,,,,4,2,4,1,4,4,3,3,3,4,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,2,1,3,1,2,5,1,101,1,2,1,1,3,2,6,0.47,2.49,1.16
2005-3025,Egypt,1,,,,2,,,,29,1,2,2,2,2,,,,6,2,1,2,2,1.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,2,4,4,4,4,3,3,8,8,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,2,1,3,2,1,1,3,101,1,1,1,1,3,2,1,0.51,2.49,1.26
2005-3026,Egypt,1,,,,2,,,,44,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,1,1,4,5,5,5,5,3,3,5,5,5,5,8,,,,,,,,,,,,1,,,,,,4,,,,,,3,2,3,1,2,4,3,3,3,6,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,2,2,1,3,3,6,1,2,1,2,5,3,101,1,1,1,3,2,2,1,0.47,2.49,1.16
2005-3027,Egypt,1,,,,2,,,,28,1,2,2,2,2,,,,3,2,1,2,2,1.00,1.00,1,1,4,5,5,5,5,3,3,5,5,5,5,8,,,,,,,,,,,,7,,,,,,1,,,,,,3,2,2,4,4,4,3,3,3,4,1,1,2,4,5,5,1,1,1,5,1,5,2,1,2,2,2,1,3,3,2,1,2,1,2,5,1,101,1,1,1,1,3,2,1,1.62,2.49,4.04
2005-3028,Egypt,1,,,,2,,,,33,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,1,,,,,,3,2,4,1,3,4,3,3,8,4,4,1,2,4,5,5,1,1,1,5,1,5,2,1,2,3,2,1,4,3,2,1,2,2,1,5,1,101,2,1,1,1,3,2,6,0.47,2.49,1.16
2005-3029,Egypt,1,,,,2,,,,56,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,4,,,,,,4,2,4,4,4,4,3,3,2,4,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,6,3,3,1,2,5,1,101,1,1,1,1,3,2,6,1.50,2.49,3.72
2005-3030,Egypt,1,,,,2,,,,26,1,2,2,2,2,,,,6,2,1,2,2,1.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,4,4,4,4,4,3,3,8,8,1,1,2,4,5,5,1,1,1,5,1,5,2,1,4,4,2,1,3,3,7,1,3,1,2,1,3,101,1,1,1,1,3,2,6,0.51,2.49,1.26
2005-3031,Egypt,1,,,,2,,,,47,1,2,2,2,2,,,,2,2,1,2,2,2.00,1.00,1,1,4,5,5,5,5,3,3,5,5,5,5,8,,,,,,,,,,,,4,,,,,,1,,,,,,4,2,4,1,3,4,3,3,8,4,1,1,2,4,5,5,1,1,1,5,1,5,2,1,4,3,2,1,3,3,6,1,2,1,2,1,5,101,1,1,1,1,2,2,6,1.50,2.49,3.72
2005-3032,Egypt,1,,,,2,,,,27,1,2,2,2,2,,,,6,1,1,2,2,1.00,2.00,1,1,4,5,5,5,5,3,4,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,1,1,4,3,3,3,1,1,1,2,5,5,5,1,3,3,5,5,5,2,1,3,2,2,2,3,2,6,1,3,1,2,1,5,3,1,1,1,1,5,2,5,0.51,2.49,1.26
2005-3033,Egypt,1,,,,2,,,,30,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,1,1,4,5,5,5,5,3,4,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,2,1,1,1,4,3,3,3,1,1,1,2,5,5,5,1,1,1,5,5,5,2,1,2,2,2,1,3,2,3,1,1,1,2,1,5,2,2,1,1,1,5,2,5,0.47,2.49,1.16
2005-3034,Egypt,1,,,,2,,,,37,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,7,,,,,,4,2,2,4,4,4,3,3,8,5,8,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,6,1,3,1,2,9,5,101,1,1,1,1,3,2,6,0.47,2.49,1.16
2005-3035,Egypt,1,,,,2,,,,49,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,1,1,4,5,5,5,5,3,3,5,5,5,5,8,,,,,,,,,,,,1,,,,,,4,,,,,,4,3,3,4,4,4,3,3,8,4,1,1,2,5,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,2,1,3,1,2,5,1,101,2,1,1,1,3,2,3,0.47,2.49,1.16
2005-3036,Egypt,1,,,,2,,,,27,1,2,2,2,2,,,,6,1,1,2,2,1.00,2.00,1,1,4,5,5,5,5,2,4,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,1,1,3,4,3,3,1,1,1,2,5,5,5,1,3,3,5,5,3,2,1,2,2,2,1,3,2,6,1,3,1,2,1,5,2,2,1,1,1,5,2,5,0.51,2.49,1.26
2005-3037,Egypt,1,,,,2,,,,26,1,2,2,2,2,,,,6,1,1,2,2,1.00,2.00,1,1,4,5,5,5,5,2,4,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,3,3,1,1,4,3,3,3,1,1,1,2,5,5,5,1,1,1,5,5,5,2,1,3,2,2,1,3,2,6,1,3,1,2,1,5,2,1,1,1,1,2,6,5,0.51,2.49,1.26
2005-3038,Egypt,1,,,,2,,,,27,1,2,2,2,2,,,,3,2,1,2,2,1.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,6,,,,,,3,4,4,4,4,4,3,3,3,6,6,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,2,3,3,1,2,3,5,101,1,1,1,1,5,2,6,1.62,2.49,4.04
2005-3039,Egypt,1,,,,2,,,,42,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,4,,,,,,1,,,,,,5,2,3,3,4,4,3,3,8,5,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,3,4,3,2,3,3,1,2,9,5,101,2,1,1,1,2,2,1,0.47,2.49,1.16
2005-3040,Egypt,1,,,,2,,,,22,1,2,2,2,2,,,,6,2,1,2,2,1.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,2,4,4,4,4,3,3,3,5,5,1,2,5,5,5,1,1,1,5,1,5,2,1,2,3,2,1,4,3,6,1,3,2,1,9,5,101,2,1,1,1,3,2,6,0.51,2.49,1.26
2005-3041,Egypt,1,,,,2,,,,36,1,2,2,2,2,,,,3,2,1,2,2,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,2,2,4,4,4,3,3,3,6,6,1,2,4,5,5,1,1,1,5,1,5,2,1,3,2,2,1,3,3,2,1,2,1,2,3,5,101,1,1,1,1,3,2,6,1.50,2.49,3.72
2005-3042,Egypt,1,,,,2,,,,23,1,2,2,2,2,,,,6,2,1,2,2,1.00,2.00,1,1,11,,5,5,5,4,4,5,5,5,5,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,2,4,4,4,4,3,3,8,4,1,1,2,5,5,5,1,1,1,5,1,5,2,1,3,3,2,3,4,3,5,3,3,1,2,5,1,101,1,1,1,1,2,4,6,0.51,2.49,1.26
2005-3043,Egypt,1,,,,2,,,,25,1,2,2,2,2,,,,6,2,1,2,2,1.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,1,,,,,,3,2,2,1,4,4,3,3,8,1,1,1,2,5,5,5,1,1,1,5,1,5,2,1,3,2,2,3,4,3,2,3,3,1,2,1,5,101,2,1,1,1,2,2,6,0.51,2.49,1.26
2005-3044,Egypt,1,,,,2,,,,27,1,1,2,2,2,,,,4,1,2,2,2,1.00,2.00,1,1,8,4,5,5,5,4,5,5,5,3,5,8,,,,,,,,,,,,1,,,,,,7,,,,,,3,2,3,1,1,2,2,3,4,4,4,1,3,6,5,5,1,1,1,5,1,5,2,1,2,3,2,1,3,3,5,1,3,1,2,5,3,3,2,1,1,1,6,2,6,1.00,2.49,2.50
2005-3045,Egypt,1,,,,2,,,,26,1,2,2,2,2,,,,6,2,1,2,2,1.00,2.00,2,1,4,5,5,5,5,3,3,5,5,5,5,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,2,4,1,4,4,3,3,8,4,1,1,2,5,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,2,3,3,1,2,1,5,101,1,1,1,1,3,4,6,0.51,2.49,1.26
2005-3046,Egypt,1,,,,2,,,,47,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,4,,,,,,3,2,2,4,3,4,3,3,8,8,1,1,2,4,5,5,1,1,1,5,1,5,2,1,2,2,2,3,4,3,2,1,3,1,2,1,5,101,1,1,1,1,2,2,6,0.47,2.49,1.16
2005-3047,Egypt,1,,,,2,,,,28,1,2,2,2,2,,,,6,2,1,2,2,1.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,2,2,3,4,4,3,3,8,4,1,1,2,4,5,5,1,1,1,5,1,5,2,1,4,4,2,1,3,4,6,3,3,1,2,1,5,101,1,2,1,1,3,4,1,0.51,2.49,1.26
2005-3048,Egypt,1,,,,2,,,,53,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,4,,,,,,1,,,,,,5,2,3,4,4,4,3,3,8,8,1,1,2,4,5,5,1,1,1,5,1,5,2,4,4,3,2,1,3,3,2,3,3,1,2,1,5,101,1,2,2,1,2,2,6,1.50,2.49,3.72
2005-3049,Egypt,1,,,,2,,,,41,1,2,2,2,2,,,,2,2,1,1,2,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,4,,,,,,8,,,,,,4,2,4,4,4,4,3,3,8,8,4,1,3,4,5,5,1,1,1,5,1,5,2,1,4,4,2,1,3,3,5,1,3,2,1,1,3,101,1,2,1,1,3,2,6,1.50,2.49,3.72
2005-3050,Egypt,1,,,,2,,,,28,1,1,2,2,2,,,,6,2,1,2,2,1.00,2.00,2,1,4,5,5,5,5,3,3,5,5,5,5,8,,,,,,,,,,,,7,,,,,,1,,,,,,4,2,3,4,4,4,2,3,8,1,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,6,1,2,1,2,1,5,101,1,1,1,1,3,4,6,0.51,2.49,1.26
2005-3051,Egypt,1,,,,2,,,,32,1,2,2,2,2,,,,6,2,1,2,2,2.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,7,,,,,,4,2,4,4,4,4,3,3,8,4,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,2,1,3,1,2,5,1,101,1,1,1,1,3,2,1,0.47,2.49,1.16
2005-3052,Egypt,1,,,,2,,,,38,1,2,2,2,2,,,,6,2,1,2,1,2.00,2.00,1,1,4,11,5,5,5,4,5,5,5,5,5,8,,,,,,,,,,,,1,,,,,,8,,,,,,3,3,3,1,3,4,3,3,3,1,1,1,2,5,5,5,1,1,1,5,4,5,2,1,3,3,2,2,3,3,6,3,3,2,1,5,1,2,1,1,1,1,3,2,,0.47,2.49,1.16
2005-3053,Egypt,1,,,,2,,,,47,1,2,2,2,2,,,,2,2,1,2,1,2.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,4,,,,,,3,,,,,,4,2,2,1,3,4,3,3,8,8,1,1,2,3,5,5,1,1,1,5,1,5,1,1,3,2,2,1,3,3,2,1,2,1,2,1,3,7,1,2,1,1,3,4,1,1.50,2.49,3.72
2005-3054,Egypt,1,,,,2,,,,30,1,1,2,2,2,,,,6,1,1,6,1,2.00,2.00,1,1,4,8,5,5,5,2,5,5,5,3,5,8,,,,,,,,,,,,1,,,,,,8,,,,,,3,3,3,1,3,4,3,3,3,4,4,1,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,2,3,3,2,1,1,2,1,1,5,2,2,1,1,1,2,6,1,0.47,2.49,1.16
2005-3055,Egypt,1,,,,2,,,,39,1,2,2,2,2,,,,6,2,1,2,1,2.00,2.00,2,1,4,5,5,5,5,2,3,5,5,5,5,8,,,,,,,,,,,,3,,,,,,1,,,,,,4,2,2,1,3,4,3,3,3,4,4,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,6,1,2,2,1,1,5,101,2,2,1,1,2,2,6,0.47,2.49,1.16
2005-3056,Egypt,1,,,,2,,,,27,1,2,2,2,2,,,,6,2,1,6,1,1.00,2.00,1,1,4,8,5,5,5,3,5,5,5,4,5,8,,,,,,,,,,,,9,,,,,,,,,,,,3,3,3,1,3,4,3,3,3,5,6,1,2,5,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,2,1,1,2,1,5,9,2,2,1,1,1,3,2,1,0.51,2.49,1.26
2005-3057,Egypt,1,,,,2,,,,26,1,2,2,2,2,,,,6,2,1,2,1,1.00,2.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,3,,,,,,5,2,4,3,4,3,3,3,7,1,1,1,2,4,5,5,1,1,1,5,1,5,2,1,2,2,2,1,4,3,2,1,2,1,2,1,5,101,1,3,1,1,2,2,1,0.51,2.49,1.26
2005-3058,Egypt,1,,,,2,,,,29,1,2,2,2,2,,,,6,2,1,2,1,1.00,2.00,1,1,4,5,5,5,5,3,2,5,5,5,5,8,,,,,,,,,,,,3,,,,,,8,,,,,,4,2,2,2,2,5,3,3,7,1,8,1,2,4,5,5,1,1,1,5,1,5,2,1,2,2,2,1,4,3,6,1,3,1,2,5,3,7,1,3,1,1,3,4,1,0.51,2.49,1.26
2005-3059,Egypt,1,,,,2,,,,27,1,2,2,2,2,,,,6,2,1,2,1,1.00,2.00,2,1,4,5,5,5,5,4,3,5,5,5,5,8,,,,,,,,,,,,3,,,,,,1,,,,,,3,2,2,1,4,4,3,3,7,8,1,1,2,3,5,5,1,1,1,5,1,5,2,1,2,2,2,1,4,3,2,1,2,1,2,5,1,101,2,3,2,1,3,4,1,0.51,2.49,1.26
2005-3060,Egypt,1,,,,2,,,,35,1,2,2,2,2,,,,6,2,1,2,1,2.00,2.00,1,1,4,5,5,5,5,2,3,5,5,5,5,8,,,,,,,,,,,,3,,,,,,4,,,,,,4,2,2,3,4,3,3,3,3,4,1,1,2,3,5,5,1,1,1,5,1,5,2,1,3,2,2,1,4,3,2,1,2,1,2,5,1,101,1,2,1,1,3,4,6,0.47,2.49,1.16
2005-3061,Egypt,1,,,,2,,,,22,1,2,2,2,2,,,,6,1,1,2,1,1.00,2.00,1,1,4,5,5,5,5,2,3,5,5,5,5,8,,,,,,,,,,,,1,,,,,,3,,,,,,4,4,2,4,4,4,3,3,8,1,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,2,1,2,2,1,1,5,101,1,3,1,1,3,2,6,0.51,2.49,1.26
2005-3062,Egypt,1,,,,2,,,,24,1,2,2,2,2,,,,6,2,1,2,1,1.00,2.00,2,1,4,5,5,5,5,3,4,5,5,5,5,8,,,,,,,,,,,,1,,,,,,3,,,,,,4,4,2,4,4,4,3,3,7,1,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,3,2,1,3,3,6,1,2,1,2,1,5,7,1,3,1,1,3,4,1,0.51,2.49,1.26
2005-3063,Egypt,1,,,,2,,,,25,1,2,2,2,2,,,,6,2,1,2,1,1.00,2.00,2,1,4,3,5,5,4,2,5,5,5,5,5,8,,,,,,,,,,,,8,,,,,,,,,,,,3,2,2,2,2,4,3,3,7,7,1,1,2,5,5,5,1,1,1,5,1,5,2,1,3,2,2,1,3,3,2,1,2,2,1,5,3,101,2,3,3,1,3,4,3,0.51,2.49,1.26
2005-3064,Egypt,1,,,,2,,,,27,1,2,2,2,2,,,,2,2,1,2,1,1.00,1.00,2,2,,,,,,,,,,,,8,,,,,,,,,,,,3,,,,,,1,,,,,,4,4,4,2,3,4,3,3,8,8,1,1,2,4,5,5,1,1,1,5,1,5,2,1,3,2,2,1,3,3,2,1,2,1,2,1,3,101,1,2,1,1,3,4,1,1.62,2.49,4.04
